sample	junction	class	frame_class	variants	complex_class	frame_count
G1	chr7_110001445_-:chr7_120494309_+	gene_intergenic	complex_fusion_gene	chr7_110001278_+:chr7_138721216_+^chr7_110001445_-:chr7_120494309_+^chr7_138721263_-:chr7_142562495_+	complex	2
G1	chr7_110303196_-:chr7_148672967_-	intergenic	_			NA
G1	chr7_111360798_+:chr7_151190868_-	intergenic	_			NA
G1	chr7_111360997_-:chr7_116919187_-	intergenic	_			NA
G1	chr7_115166884_+:chr7_144405837_-	intergenic	_			NA
G1	chr7_116071242_+:chr7_138721218_-	gene_intergenic	_			NA
G1	chr7_116280697_+:chr7_121325954_+	intergenic	_			NA
G1	chr7_116328994_+:chr7_116509885_-	gene_gene	simple_fusion_gene	chr7_116328994_+:chr7_116509885_-	simple	1
G1	chr7_116838853_-:chr7_152651952_-	gene_intergenic	simple_hidden_frame	chr7_116838853_-:chr7_152651952_-	simple	2
G1	chr7_116918846_+:chr7_151196070_+	gene_intergenic	_			NA
G1	chr7_116919881_-:chr7_139988572_+	intergenic	_			NA
G1	chr7_119580684_+:chr7_133958721_+	intergenic	_			NA
G1	chr7_119682861_-:chr7_124176716_-	intergenic	_			NA
G1	chr7_120156168_+:chr7_123276844_-	gene_gene	_			NA
G1	chr7_120190897_-:chr7_126819186_-	gene_gene	_			NA
G1	chr7_120657367_-:chr7_120984471_-	gene_intergenic	_			NA
G1	chr7_121063009_+:chr7_155934099_-	intergenic	_			NA
G1	chr7_121329183_+:chr7_131882169_+	gene_intergenic	_			NA
G1	chr7_121329213_+:chr7_154959873_-	intergenic	_			NA
G1	chr7_121329336_-:chr7_123235716_-	gene_intergenic	_			NA
G1	chr7_121329397_-:chr7_144209155_+	gene_intergenic	_			NA
G1	chr7_122399893_-:chr7_151190415_+	gene_gene	_			NA
G1	chr7_123106439_+:chr7_156936529_+	gene_gene	_			NA
G1	chr7_123233409_+:chr7_127406675_+	gene_gene	_			NA
G1	chr7_123235549_+:chr7_151189061_+	gene_gene	_			NA
G1	chr7_125928179_+:chr7_131732766_-	intergenic	_			NA
G1	chr7_126112215_+:chr7_148801259_-	gene_gene	_			NA
G1	chr7_127791909_-:chr7_148867532_-	gene_intergenic	simple_hidden_frame	chr7_127791909_-:chr7_148867532_-	simple	1
G1	chr7_128009202_-:chr7_148365099_-	intergenic	_			NA
G1	chr7_128158805_-:chr7_148801228_-	intergenic	_			NA
G1	chr7_128177366_+:chr7_144296460_+	gene_gene	_			NA
G1	chr7_128516496_+:chr7_142801033_-	gene_intergenic	_			NA
G1	chr7_129170641_+:chr7_135979877_-	gene_intergenic	_			NA
G1	chr7_129171083_-:chr7_144211133_-	intergenic	_			NA
G1	chr7_129337544_-:chr7_138580354_-	gene_gene	_			NA
G1	chr7_129430924_-:chr7_144296529_-	intergenic	_			NA
G1	chr7_131153692_+:chr7_134340011_+	intergenic	_			NA
G1	chr7_131623905_+:chr7_131624931_+	intragenic	_			NA
G1	chr7_131624973_-:chr7_154959647_+	gene_intergenic	_			NA
G1	chr7_131782892_-:chr7_151579871_-	intergenic	_			NA
G1	chr7_131829417_+:chr7_133654455_-	gene_intergenic	_			NA
G1	chr7_131882187_+:chr7_158079538_+	gene_intergenic	_			NA
G1	chr7_131882361_-:chr7_139168481_+	intergenic	_			NA
G1	chr7_132350671_+:chr7_144209851_+	gene_gene	_			NA
G1	chr7_132350753_-:chr7_151579582_-	gene_intergenic	_			NA
G1	chr7_132350817_-:chr7_151187874_+	gene_intergenic	_			NA
G1	chr7_133448686_-:chr7_133455973_+	intragenic	_			NA
G1	chr7_134915787_-:chr7_154960394_-	intergenic	_			NA
G1	chr7_135591764_+:chr7_142563757_-	gene_intergenic	_			NA
G1	chr7_135979720_+:chr7_146429637_+	intergenic	_			NA
G1	chr7_135980061_-:chr7_148801227_+	gene_intergenic	_			NA
G1	chr7_137672005_+:chr7_152272526_+	gene_intergenic	simple_fusion_gene	chr7_137672005_+:chr7_152272526_+	simple	1
G1	chr7_137908927_-:chr7_155423385_+	gene_intergenic	_			NA
G1	chr7_138721263_-:chr7_142562495_+	intergenic	complex_fusion_gene	chr7_110001278_+:chr7_138721216_+^chr7_110001445_-:chr7_120494309_+^chr7_138721263_-:chr7_142562495_+	complex	2
G1	chr7_140111973_-:chr7_150836477_-	gene_intergenic	_			NA
G1	chr7_140384735_+:chr7_155485846_-	gene_gene	_			NA
G1	chr7_140680530_-:chr7_142782088_-	intergenic	_			NA
G1	chr7_142563525_+:chr7_144210780_+	gene_gene	_			NA
G1	chr7_142801981_-:chr7_158715807_-	gene_intergenic	_			NA
G1	chr7_143645407_+:chr7_143822944_-	intergenic	_			NA
G1	chr7_144209323_-:chr7_144296529_-	intragenic	_			NA
G1	chr7_144224554_+:chr7_151189376_-	gene_gene	_			NA
G1	chr7_144493986_+:chr7_148049786_+	gene_gene	_			NA
G1	chr7_145781699_-:chr7_145802616_+	intergenic	_			NA
G1	chr7_147949377_+:chr7_155923400_-	intergenic	_			NA
G1	chr7_148765521_+:chr7_154906185_+	intergenic	simple_hidden_frame	chr7_148765521_+:chr7_154906185_+	simple	1
G1	chr7_149721627_-:chr7_154984405_-	intergenic	_			NA
G1	chr7_149750792_-:chr7_154188346_+	gene_gene	_			NA
G1	chr7_150676683_+:chr7_150742839_-	gene_intergenic	_			NA
G1	chr7_150690443_+:chr7_154960519_+	intergenic	_			NA
G1	chr7_153330842_+:chr7_157120684_-	intergenic	_			NA
G1	chr8_1356489_+:chr15_62149544_-	intergenic	_			NA
G1	chr8_1356596_-:chr15_59484656_+	gene_intergenic	_			NA
G1	chr8_12799796_+:chr8_97024400_-	intergenic	_			NA
G1	chr8_13303234_+:chr8_146176200_+	gene_intergenic	_			NA
G1	chr8_13303331_-:chr15_58632372_+	gene_gene	_			NA
G1	chr8_13303563_-:chr8_23428943_-	gene_gene	_			NA
G1	chr8_19308574_+:chr8_27479914_+	gene_intergenic	_			NA
G1	chr8_19308933_-:chr8_121451371_-	intergenic	_			NA
G1	chr8_19894339_-:chr10_22351810_-	intergenic	_			NA
G1	chr8_20496000_+:chr10_20842338_+	intergenic	_			NA
G1	chr8_21890676_+:chr15_58308932_-	intergenic	_			NA
G1	chr8_21915468_-:chr8_101838951_-	gene_intergenic	_			NA
G1	chr8_23428731_+:chr8_118242636_+	intergenic	_			NA
G1	chr8_27479961_-:chr8_146176366_-	intergenic	_			NA
G1	chr8_34560539_+:chr8_34657390_-	gene_intergenic	_			NA
G1	chr8_65552347_-:chr8_65557740_+	intragenic	_			NA
G1	chr8_89485613_+:chr8_120993457_+	intergenic	_			NA
G1	chr8_89578317_-:chr8_116249629_+	gene_intergenic	_			NA
G1	chr15_63033780_-:chr8_94741873_-	gene_gene	_			NA
G1	chr8_96724243_+:chr8_107160177_+	intergenic	_			NA
G1	chr8_99809636_+:chr8_101911727_+	gene_intergenic	_			NA
G1	chr8_100893672_-:chr8_109640097_-	intergenic	_			NA
G1	chr8_107160291_-:chr8_118242927_-	intergenic	_			NA
G1	chr15_59484959_-:chr8_109217912_+	gene_gene	_			NA
G1	chr15_58632882_-:chr8_109218032_-	intergenic	_			NA
G1	chr8_114137332_+:chr8_123135001_+	gene_intergenic	_			NA
G1	chr15_63033462_+:chr8_114137481_-	intergenic	_			NA
G1	chr15_59778971_-:chr8_116436642_-	gene_gene	_			NA
G1	chr15_61520609_-:chr8_121450062_-	intergenic	_			NA
G1	chr15_61516470_-:chr8_121451291_+	gene_gene	_			NA
G1	chr15_61474555_+:chr8_123135666_-	gene_gene	_			NA
G1	chr15_60516303_-:chr8_125013873_-	gene_intergenic	_			NA
G1	chr8_129951240_-:chr8_129956011_-	intergenic	_			NA
G1	chr15_59479861_-:chr8_138237821_-	intergenic	_			NA
G1	chr17_11131197_-:chr9_12624978_+	intergenic	_			NA
G1	chr17_11131628_+:chr9_12630826_-	intergenic	_			NA
G1	chr9_12631918_+:chr11_33893258_-	intergenic	_			NA
G1	chr17_11282617_-:chr9_12655605_-	gene_intergenic	_			NA
G1	chr9_12718607_-:chr9_24159733_+	intergenic	_			NA
G1	chr9_12719942_+:chr11_33936343_-	gene_intergenic	_			NA
G1	chr17_7930730_-:chr9_12736011_-	intergenic	_			NA
G1	chr9_21916317_-:chr9_21970589_-	intragenic	simple_fusion_gene	chr9_21916317_-:chr9_21970589_-	simple	1
G1	chr9_21951001_+:chr9_22087258_+	intergenic	_			NA
G1	chr17_5183337_-:chr9_24114942_+	intergenic	_			NA
G1	chr9_24139576_-:chr19_47493743_-	gene_intergenic	_			NA
G1	chr17_7874400_+:chr9_24142470_+	intergenic	_			NA
G1	chr17_11281501_+:chr9_24158112_-	intergenic	_			NA
G1	chr17_7931252_+:chr9_24202278_-	intergenic	_			NA
G1	chr17_11470647_-:chr9_24318239_-	intergenic	_			NA
G1	chr17_11221391_+:chr9_24319089_+	intergenic	_			NA
G1	chr17_11570028_-:chr9_24328467_-	gene_intergenic	_			NA
G1	chr9_25723469_-:chr11_125070212_-	gene_intergenic	_			NA
G1	chr17_5114492_-:chr9_45079988_-	gene_intergenic	_			NA
G1	chr17_11281405_-:chr9_45710012_-	gene_intergenic	_			NA
G1	chr9_85044961_+:chr9_85154474_-	intragenic	_			NA
G1	chr10_20161686_-:chr10_20162429_+	intragenic	_			NA
G1	chr10_20799247_-:chr10_23410194_+	intergenic	_			NA
G1	chr10_85583745_-:chr11_111107156_+	intergenic	_			NA
G1	chr11_22884323_-:chr11_27665159_-	gene_intergenic	_			NA
G1	chr11_27429503_+:chr11_39842178_+	gene_intergenic	_			NA
G1	chr11_27665259_+:chr19_55104033_+	intergenic	_			NA
G1	chr11_30758331_+:chr17_38269562_+	intergenic	_			NA
G1	chr17_11572263_+:chr11_33713707_-	intergenic	_			NA
G1	chr17_11419960_+:chr11_33715171_+	gene_gene	_			NA
G1	chr17_7875376_-:chr11_33936575_+	intergenic	_			NA
G1	chr11_33952239_-:chr19_47486791_-	gene_intergenic	_			NA
G1	chr11_45039450_-:chr11_45041924_+	intergenic	_			NA
G1	chr11_45040760_-:chr11_45043060_-	intergenic	_			NA
G1	chr11_60763936_-:chr11_110908740_+	gene_intergenic	_			NA
G1	chr11_66344173_+:chr11_79195300_+	intergenic	_			NA
G1	chr11_67560941_-:chr11_67573017_+	intergenic	_			NA
G1	chr11_67599219_-:chr11_73055403_+	intergenic	_			NA
G1	chr11_73057494_-:chr11_73269432_+	gene_intergenic	_			NA
G1	chr11_79222133_-:chr11_86726865_-	intergenic	_			NA
G1	chr11_87845192_+:chr11_109410740_-	intergenic	_			NA
G1	chr11_133771937_+:chr11_133771989_-	intergenic	_			NA
G1	chr11_134130183_-:chr11_134874486_+	gene_intergenic	simple_hidden_frame	chr11_134130183_-:chr11_134874486_+	simple	1
G1	chr12_67900983_+:chr12_68026706_-	intergenic	_			NA
G1	chr12_78661229_+:chr12_78661285_-	intergenic	_			NA
G1	chr12_94369370_-:chr12_94369480_+	intergenic	_			NA
G1	chr13_37329139_-:chr13_37329714_+	intergenic	_			NA
G1	chr15_58161254_+:chr15_59732192_+	intergenic	_			NA
G1	chr15_60515951_+:chr15_62149360_+	gene_intergenic	_			NA
G1	chr15_61516399_+:chr15_63234775_+	gene_intergenic	_			NA
G1	chr19_15490838_+:chr16_71741364_+	gene_gene	complex_hidden_frame	chr16_71741364_+:chr19_15490838_+^chr19_15490936_-:chr19_15636818_-^chr19_15490966_+:chr19_15636097_+	complex	1
G1	chr19_15633177_-:chr16_71743711_-	gene_gene	_			NA
G1	chr16_71743715_+:chr16_71874435_-	gene_intergenic	_			NA
G1	chr17_4556007_+:chr17_11411386_+	intergenic	_			NA
G1	chr17_4713910_-:chr17_11411123_-	gene_intergenic	_			NA
G1	chr17_4897531_+:chr17_4953351_+	gene_intergenic	_			NA
G1	chr17_5115410_+:chr19_51623177_-	gene_intergenic	_			NA
G1	chr17_5134762_-:chr17_11039234_+	gene_intergenic	_			NA
G1	chr17_5136135_+:chr17_7842012_+	gene_gene	_			NA
G1	chr17_7870923_-:chr17_11037806_-	intergenic	_			NA
G1	chr17_8112590_-:chr19_47247066_+	gene_gene	_			NA
G1	chr17_11037100_+:chr19_47246302_-	intergenic	_			NA
G1	chr17_11283807_+:chr19_47268454_+	intergenic	_			NA
G1	chr17_11483639_-:chr19_47267670_-	gene_intergenic	_			NA
G1	chr17_28887134_+:chr17_61845706_+	gene_gene	_			NA
G1	chr17_29056882_-:chr17_29059536_+	intragenic	_			NA
G1	chr17_29341083_-:chr17_37022761_-	gene_intergenic	_			NA
G1	chr17_29341510_+:chr17_29682616_-	gene_gene	_			NA
G1	chr17_29484917_-:chr17_60058977_-	gene_gene	simple_fusion_gene	chr17_29484917_-:chr17_60058977_-	simple	1
G1	chr17_29488323_+:chr17_59825529_+	gene_gene	_			NA
G1	chr17_30387857_+:chr17_31961118_-	gene_intergenic	_			NA
G1	chr17_30758368_-:chr17_30916074_-	gene_gene	_			NA
G1	chr17_30759936_+:chr17_31574768_-	intergenic	_			NA
G1	chr17_30893843_-:chr17_31607422_+	gene_gene	_			NA
G1	chr17_30895307_+:chr17_58276046_+	gene_intergenic	_			NA
G1	chr17_31492405_+:chr17_31953589_+	intragenic	_			NA
G1	chr17_31575968_+:chr17_31961795_+	intragenic	_			NA
G1	chr17_31606943_-:chr17_31641675_-	intragenic	_			NA
G1	chr17_31768221_+:chr17_61473030_+	gene_gene	_			NA
G1	chr17_31950310_-:chr17_32080412_-	intragenic	_			NA
G1	chr17_36373222_-:chr17_66716619_-	gene_gene	_			NA
G1	chr17_36854639_-:chr17_58212457_-	intergenic	_			NA
G1	chr17_36856077_+:chr17_36865851_+	intergenic	_			NA
G1	chr17_36865106_-:chr17_57842654_+	gene_gene	simple_fusion_gene	chr17_36865106_-:chr17_57842654_+	simple	2
G1	chr17_37150365_+:chr17_62473473_+	intergenic	_			NA
G1	chr17_37472231_-:chr17_61596933_+	intergenic	_			NA
G1	chr17_38020984_-:chr17_38022066_+	intergenic	_			NA
G1	chr17_38263370_-:chr17_38362324_-	intergenic	_			NA
G1	chr17_39142048_+:chr17_58305069_+	gene_intergenic	_			NA
G1	chr17_58303958_-:chr17_59825750_-	intergenic	_			NA
G1	chr17_58305307_-:chr17_62352630_-	intergenic	_			NA
G1	chr17_58305840_+:chr17_60613606_+	gene_gene	_			NA
G1	chr17_58372134_-:chr17_59917479_+	gene_gene	_			NA
G1	chr17_59747381_+:chr17_70551276_+	gene_intergenic	_			NA
G1	chr17_59956992_-:chr17_61593687_-	gene_gene	_			NA
G1	chr17_59967592_+:chr17_60082083_+	gene_intergenic	simple_hidden_frame	chr17_59967592_+:chr17_60082083_+	simple	1
G1	chr17_60305694_-:chr17_62354733_+	intergenic	_			NA
G1	chr17_60810478_-:chr17_61844309_-	gene_gene	_			NA
G1	chr17_62052308_-:chr17_62612575_+	gene_gene	_			NA
G1	chr17_62109501_+:chr17_62610658_-	intergenic	_			NA
G1	chr19_15490936_-:chr19_15636818_-	gene_gene	complex_hidden_frame	chr16_71741364_+:chr19_15490838_+^chr19_15490936_-:chr19_15636818_-^chr19_15490966_+:chr19_15636097_+	complex	1
G1	chr19_15490966_+:chr19_15636097_+	gene_gene	complex_hidden_frame	chr16_71741364_+:chr19_15490838_+^chr19_15490936_-:chr19_15636818_-^chr19_15490966_+:chr19_15636097_+	complex	1
G1	chr19_23659854_-:chrX_150063543_+	gene_intergenic	_			NA
G1	chrX_115014160_+:chrX_115125142_-	intergenic	_			NA
G1	chrX_141053031_-:chrX_141070074_-	intergenic	_			NA
G1	chrX_141053343_+:chrX_144939201_+	intergenic	_			NA
L1	chr1_52568080_-:chr1_52570181_+	intergenic	_			NA
L1	chr1_72538324_-:chr1_72540515_+	intragenic	_			NA
L1	chr5_39793852_+:chr1_106678414_+	intergenic	_			NA
L1	chr5_39794184_-:chr1_106678431_-	intergenic	_			NA
L1	chr11_111957081_+:chr2_130498511_+	gene_intergenic	simple_hidden_frame	chr2_130498511_+:chr11_111957081_+	simple	1
L1	chr14_48544596_-:chr2_136661831_+	intergenic	_			NA
L1	chr3_83215485_+:chr3_89147548_+	intergenic	_			NA
L1	chr3_101279759_-:chr7_144894190_+	intergenic	_			NA
L1	chr12_75121084_+:chr3_123591099_-	intergenic	_			NA
L1	chr3_186373856_+:chr3_186374445_+	intragenic	_			NA
L1	chr4_20386653_+:chr4_20396780_-	intragenic	_			NA
L1	chr4_39126775_+:chr4_39127022_+	intragenic	_			NA
L1	chr5_25711219_-:chr4_39127004_-	gene_intergenic	_			NA
L1	chr5_25711247_+:chr4_39127618_-	gene_intergenic	_			NA
L1	chr5_39793708_+:chr13_99170775_+	gene_intergenic	_			NA
L1	chr5_39793771_+:chr5_39794088_+	intergenic	_			NA
L1	chr5_39794035_-:chr8_65227336_+	gene_intergenic	_			NA
L1	chr5_39794099_+:chr5_39795776_+	intergenic	_			NA
L1	chr16_9434176_-:chr5_39794130_+	intergenic	_			NA
L1	chr16_9434164_+:chr5_39794184_-	intergenic	_			NA
L1	chr5_39794361_-:chr8_65227283_-	intergenic	_			NA
L1	chr5_39795618_-:chr5_161739374_+	intergenic	_			NA
L1	chr5_39795890_-:chr5_161739387_-	intergenic	_			NA
L1	chr5_55931842_+:chr6_57444974_-	gene_intergenic	_			NA
L1	chr17_18098323_+:chr6_57564227_-	intergenic	_			NA
L1	chr6_131129301_-:chr6_131129350_+	intergenic	_			NA
L1	chr8_25462711_-:chr8_25462865_+	intergenic	_			NA
L1	chrX_11952986_+:chr8_115539204_+	intergenic	_			NA
L1	chrX_11953116_-:chr8_115539210_-	intergenic	_			NA
L1	chr9_19517750_-:chr9_22876376_+	intergenic	_			NA
L1	chr10_303598_-:chr10_303639_+	intergenic	_			NA
L1	chr10_22287289_-:chr10_22308452_+	intergenic	_			NA
L1	chrX_11951628_+:chr10_24227795_+	intergenic	_			NA
L1	chrX_11951813_-:chr10_24227799_-	gene_intergenic	_			NA
L1	chr22_29065376_-:chr11_56538196_+	intergenic	_			NA
L1	chr11_105535705_-:chr11_105536189_+	intragenic	_			NA
L1	chr22_29065455_-:chr13_61064004_+	intergenic	_			NA
L1	chr22_29065279_+:chr13_61064015_-	gene_intergenic	_			NA
L1	chr14_60861702_-:chr14_60861743_+	intergenic	_			NA
L1	chr15_48849211_+:chr15_50142081_-	gene_intergenic	_			NA
L1	chr16_75408783_-:chr16_75434033_+	intragenic	_			NA
L1	chr17_7906835_-:chr17_7906872_+	intragenic	_			NA
L1	chr21_14833414_-:chr21_14833464_+	intragenic	_			NA
L1	chrX_120195682_-:chrX_120196696_+	intergenic	_			NA
L1	chrX_141118231_-:chrX_141118277_+	intergenic	_			NA
A29	chr1_9120730_-:chr1_9120784_+	intragenic	_			NA
A29	chr2_39285242_+:chr2_39288118_-	intragenic	_			NA
A29	chr6_134196113_-:chr7_137784852_-	gene_gene	_			NA
L57	chr1_46693242_+:chr1_46907479_-	gene_intergenic	_			NA
L57	chr1_236819104_+:chr1_236819118_+	intergenic	_			NA
L57	chr22_29065924_-:chr1_236819112_-	intergenic	_			NA
L57	chr22_29065336_+:chr1_236819246_-	gene_intergenic	_			NA
L57	chr2_22222826_+:chr22_29065881_-	gene_gene	_			NA
L57	chr2_22222834_-:chr22_29066121_-	intergenic	_			NA
L57	chr2_141964914_-:chr2_141993324_-	intragenic	_			NA
L57	chr2_141973852_+:chr2_141993331_+	intragenic	_			NA
L57	chr2_208735870_+:chr2_208737005_-	intragenic	_			NA
L57	chr4_121152679_+:chr4_121152973_-	intragenic	_			NA
L57	chr5_9979597_+:chr5_9979667_-	intergenic	_			NA
L57	chr5_150985551_+:chr5_150985635_-	intergenic	_			NA
L57	chr6_148679300_-:chr6_148679335_+	intragenic	_			NA
L57	chr8_103205219_+:chr8_104304896_-	intergenic	_			NA
L57	chr9_21088084_-:chr9_26236847_-	intergenic	_			NA
L57	chr9_25078894_+:chr9_26400802_+	intergenic	_			NA
L57	chr19_17425870_-:chr12_59120993_-	gene_gene	simple_fusion_gene	chr12_59120993_-:chr19_17425870_-	simple	1
L57	chr12_59159213_+:chr12_68341665_-	gene_gene	_			NA
L57	chr12_67765367_+:chr12_67766557_+	intergenic	_			NA
L57	chr12_67765531_-:chr12_70924067_-	gene_intergenic	_			NA
L57	chr19_18992568_-:chr12_67766647_-	gene_intergenic	_			NA
L57	chr19_476302_+:chr12_67767069_+	intergenic	_			NA
L57	chr19_18993069_+:chr12_68342001_+	gene_gene	_			NA
L57	chr19_510966_+:chr19_16932255_-	intergenic	_			NA
L57	chr19_10602617_-:chr19_10606789_+	intragenic	_			NA
L57	chr19_13889889_-:chr19_13897219_+	gene_intergenic	_			NA
L57	chr19_14006532_-:chr19_14006691_+	intragenic	_			NA
L57	chr19_14009967_-:chr19_19095875_-	intergenic	_			NA
L57	chr19_14011230_+:chr19_19138199_+	gene_intergenic	_			NA
L57	chr19_16372302_+:chr19_46671448_-	gene_intergenic	_			NA
L57	chr19_16956150_+:chr19_16957243_+	intragenic	_			NA
L57	chr19_16968317_-:chr19_16968452_-	intragenic	_			NA
L57	chr19_16968318_+:chr19_16968453_+	intragenic	_			NA
L57	chr20_60052821_-:chr20_60052867_+	intragenic	_			NA
L57	chr22_20021676_+:chr22_20021738_-	intragenic	_			NA
H3	chr1_85766298_-:chr1_85767139_+	intragenic	_			NA
H3	chr1_108706514_+:chr1_113244555_-	gene_gene	_			NA
H3	chr1_109154169_-:chr1_111112139_+	gene_intergenic	_			NA
H3	chr1_109374126_+:chr1_112002305_+	gene_gene	_			NA
H3	chr1_109374223_-:chr1_109714689_-	gene_gene	_			NA
H3	chr1_110645574_+:chr1_114734854_-	intergenic	_			NA
H3	chr1_110645695_-:chr1_110649875_+	intragenic	_			NA
H3	chr1_112543961_+:chr1_116681561_-	intergenic	_			NA
H3	chr1_112654539_+:chr1_112656076_+	intergenic	_			NA
H3	chr1_112654698_-:chr1_112655654_+	intergenic	_			NA
H3	chr1_112945453_+:chr1_116100729_-	intergenic	_			NA
H3	chr8_4610686_-:chr1_113847887_-	intergenic	_			NA
H3	chr1_114742061_+:chr1_115754940_-	intergenic	_			NA
H3	chr1_116115292_+:chr1_116116762_+	intergenic	_			NA
H3	chr1_116550656_-:chr1_116551133_-	intragenic	_			NA
H3	chr6_50223720_-:chr2_65348951_+	gene_intergenic	_			NA
H3	chr6_50224393_-:chr2_65349149_-	intergenic	_			NA
H3	chr6_27497715_+:chr2_117762614_+	intergenic	_			NA
H3	chr6_27497721_+:chr2_117762831_-	intergenic	_			NA
H3	chr11_80122715_+:chr2_133032673_+	intergenic	_			NA
H3	chr17_5645141_-:chr2_133032832_-	intergenic	_			NA
H3	chr2_236676743_-:chr2_236808162_+	intragenic	_			NA
H3	chr3_84582000_+:chr3_117257532_+	gene_intergenic	_			NA
H3	chr3_159529762_-:chr3_159603622_+	intragenic	_			NA
H3	chr8_9555414_-:chr3_172066347_+	gene_gene	_			NA
H3	chr8_9556785_-:chr3_172066521_-	gene_intergenic	_			NA
H3	chr18_39090862_+:chr3_186374310_-	gene_gene	_			NA
H3	chr18_39090870_-:chr3_186375138_-	intergenic	_			NA
H3	chr13_50826072_+:chr3_189601266_+	intergenic	_			NA
H3	chr6_49769512_-:chr3_189601458_-	gene_intergenic	_			NA
H3	chr4_2553378_-:chr4_2558112_+	intragenic	_			NA
H3	chr6_32589720_-:chr5_109911845_+	gene_intergenic	_			NA
H3	chr6_26881306_+:chr6_26881640_+	intragenic	_			NA
H3	chr6_26911185_-:chr6_26915344_+	intragenic	_			NA
H3	chr6_27075376_+:chr6_27084298_+	intergenic	_			NA
H3	chr6_27496322_-:chr6_27498359_-	intergenic	_			NA
H3	chr6_48823434_+:chr6_48824311_+	intergenic	_			NA
H3	chr6_49049608_+:chr6_49052285_+	intergenic	_			NA
H3	chr6_49768179_-:chr13_50826374_-	gene_intergenic	_			NA
H3	chr12_23388842_+:chr6_83119863_+	gene_intergenic	_			NA
H3	chr12_23388219_+:chr6_83120082_-	gene_intergenic	_			NA
H3	chr11_69605067_-:chr6_159195671_+	gene_intergenic	_			NA
H3	chr22_30890967_+:chr6_159195795_-	gene_gene	_			NA
H3	chr22_30891267_-:chr6_159195996_-	intergenic	_			NA
H3	chr7_28039656_-:chr11_77789742_-	intergenic	_			NA
H3	chr7_65385729_+:chr7_88961903_+	intergenic	_			NA
H3	chr7_67919044_+:chr7_98678331_-	intergenic	_			NA
H3	chr7_69015539_+:chr7_98599632_-	gene_intergenic	_			NA
H3	chr7_69809923_-:chr7_69810089_-	intragenic	_			NA
H3	chr7_87576615_+:chr7_103207219_+	gene_gene	_			NA
H3	chr7_88962291_-:chr7_95508049_-	gene_intergenic	_			NA
H3	chr7_88962301_+:chr7_95508799_-	gene_gene	_			NA
H3	chr7_98273209_+:chr7_98372964_+	intergenic	_			NA
H3	chr7_98598940_+:chr7_98599192_+	intragenic	_			NA
H3	chr7_98972715_-:chr7_98972855_-	intragenic	_			NA
H3	chr7_103207976_-:chr7_103208941_-	intragenic	_			NA
H3	chr8_8379015_-:chr9_72255666_-	intergenic	_			NA
H3	chr8_8380245_-:chr9_72255526_+	gene_intergenic	_			NA
H3	chr8_9114549_+:chr8_9120995_+	intragenic	_			NA
H3	chr8_9422869_-:chr8_9424780_-	intragenic	_			NA
H3	chr8_12775465_-:chr15_44186024_+	gene_intergenic	_			NA
H3	chr8_12775915_-:chr15_44186025_+	gene_intergenic	_			NA
H3	chr8_12776303_-:chr15_44186160_-	intergenic	_			NA
H3	chr8_13339180_-:chr8_13341687_-	intragenic	_			NA
H3	chr8_14530225_-:chr8_14531693_-	intragenic	_			NA
H3	chr8_21365219_-:chr8_31643052_+	intergenic	_			NA
H3	chr8_35927545_-:chr8_63860346_-	gene_gene	_			NA
H3	chr8_39964754_-:chr8_69369238_-	gene_intergenic	_			NA
H3	chr8_63642393_+:chr8_79156763_+	intergenic	_			NA
H3	chr9_5019324_-:chr9_5019364_+	intragenic	_			NA
H3	chr12_1591134_-:chr9_136217277_+	gene_gene	complex_fusion_gene	chr12_1591120_+:chr14_70351984_+^chr9_136217277_+:chr12_1591134_-^chr9_136217583_-:chr14_70352230_-	complex	3
H3	chr14_70352230_-:chr9_136217583_-	gene_gene	simple_fusion_gene	chr9_136217583_-:chr14_70352230_-	simple	3
H3	chr11_69031368_+:chr11_69032430_+	intergenic	_			NA
H3	chr11_69493226_-:chr11_69494997_-	intergenic	_			NA
H3	chr11_69879087_-:chr11_69880568_-	intergenic	_			NA
